kodifikasi,nama,lokasi,kotamadya,kecamatan,kelurahan,luas,jenis
12010094,Taman Interaktif Rt. 006 Rw. 004,    , Jakarta Timur , Cakung , Cakung Barat ,1633, Taman Interaktif 
12010070,Taman interaktif,    , Jakarta Timur , Cakung , Cakung Barat ,782, Taman Interaktif 
12010045,Taman interaktif RT 005 RW 014,    , Jakarta Timur , Cakung , Penggilingan ,836, Taman Interaktif 
12010076,Taman Interaktif Jl. Cilangkap RW 004,    , Jakarta Timur , Cipayung , Cilangkap ,30066, Taman Interaktif 
12010017,Taman interaktif Jl. Pengembangan RT 014 RW 001,    , Jakarta Timur , Cipayung , Cipayung ,435, Taman Interaktif 
12010086,Taman Interaktif Jl.Ciracas Raya RT 003 RW 006,    , Jakarta Timur , Ciracas , Ciracas ,1281, Taman Interaktif 
12010060,Taman interaktif Jl. Ciracas Raya RT 003 RW 006,    , Jakarta Timur , Ciracas , Ciracas ,1281, Taman Interaktif 
12010085,Taman Interaktif Jl.Bulak Tengah X RT 004 RW 015,    , Jakarta Timur , Duren Sawit , Klender ,1035, Taman Interaktif 
12010005,"Taman interaktif Gg. Toge RT 004 & 001 RW 005,",    , Jakarta Timur , Duren Sawit , Klender ,160, Taman Interaktif 
12010059,Taman interaktif Jl. Bulak Tengah X RT 004 RW 015,    , Jakarta Timur , Duren Sawit , Klender ,1035, Taman Interaktif 
12010075,Taman interaktif Segitiga Intirub Jl. Cililtan Besar,    , Jakarta Timur , Duren Sawit , Pondok Bambu ,888, Taman Interaktif 
12010044,Taman interaktif RT 004 RW 011,    , Jakarta Timur , Jatinegara , Cipinang Besar Utara ,600, Taman Interaktif 
12010016,Taman interaktif Jl. Pengembang RT 004 RW 011,    , Jakarta Timur , Jatinegara , Cipinang Besar Utara ,400, Taman Interaktif 
12010048,Taman interaktif RT 009 RW 008,    , Jakarta Timur , Jatinegara , Cipinang Muara ,803, Taman Interaktif 
12010080,Taman Interaktif Jl. Manunggal II RW 001,    , Jakarta Timur , Kramat Jati , Cililitan ,14516, Taman Interaktif 
12010031,"Taman interaktif RT 007 RW 005,",    , Jakarta Timur , Kramat Jati , Dukuh ,293, Taman Interaktif 
12010030,Taman interaktif RT 006 RW 007,    , Jakarta Timur , Kramat Jati , Kampung Tengah ,400, Taman Interaktif 
12010089,Taman Interaktif Jl.Kebon Kelapa RT 002 RW 009,    , Jakarta Timur , Matraman , Utan Kayu Selatan ,921, Taman Interaktif 
12010061,Taman interaktif Jl. Kebon Kelapa RT 002 RW 009,    , Jakarta Timur , Matraman , Utan Kayu Selatan ,921, Taman Interaktif 
12010056,Taman interaktif RT 003 RW 009,    , Jakarta Timur , Pasar Rebo , -   ,442, Taman Interaktif 
12010068,Taman interaktif,    , Jakarta Timur , Pulo Gadung , -   ,400, Taman Interaktif 
12010043,Taman interaktif RT 001 RW 005,    , Jakarta Timur , Pulo Gadung , Jatinegara Kaum ,900, Taman Interaktif 
12010034,Taman interaktif RT 012 RW 004,    , Jakarta Timur , Pulo Gadung , Pisangan Timur ,606, Taman Interaktif 
12010009,Taman interaktif Jl. Kali Baru Barat RT 009 RW 003,    , Jakarta Utara , Cilincing , -   ,232, Taman Interaktif 
12010067,Taman interaktif,    , Jakarta Utara , Cilincing , Cilincing ,140, Taman Interaktif 
12010092,Taman Interaktif Gg.CC,    , Jakarta Utara , Cilincing , Cilincing ,140, Taman Interaktif 
12010003,Taman interaktif Gg. Janur Cilincing Lama,    , Jakarta Utara , Cilincing , Cilincing ,300, Taman Interaktif 
12010055,Taman interaktif Jl. Rorotan Gg.2 RT 006 RW 005,    , Jakarta Utara , Cilincing , Rorotan ,457, Taman Interaktif 
12010078,Taman Interaktif Kampung Karang Kendal, Jl. Karang Kendal , Jakarta Utara , Cilincing , Rorotan ,6445, Taman Interaktif 
12010072,Taman Interaktif RW 03,    , Jakarta Utara , Cilincing , Semper Barat ,2717, Taman Interaktif 
12010025,Taman interaktif Kamp.Belitung,    , Jakarta Utara , Cilincing , Semper Barat ,300, Taman Interaktif 
12010091,Taman Interaktif RW 08,    , Jakarta Utara , Kelapa Gading , Kelapa Gading Timur ,899, Taman Interaktif 
12010065,Taman interaktif RW 013,    , Jakarta Utara , Kelapa Gading , Kelapa Gading Timur ,370, Taman Interaktif 
12010052,Taman interaktif Jl. H.Oyar RT 002 RW 002,    , Jakarta Utara , Kelapa Gading , Pegangsaan Dua ,1367, Taman Interaktif 
12010002,Taman interaktif Gg. CC,    , Jakarta Utara , Koja , -   ,400, Taman Interaktif 
12010015,Taman interaktif Jl. Mawar II RT 005 RW 006,    , Jakarta Utara , Koja , Tugu Utara ,300, Taman Interaktif 
12010001,Taman interaktif Bahari Gg III RT 008 RW 004,    , Jakarta Utara , Tanjung Priok , -   ,190, Taman Interaktif 
12010032,"Taman interaktif RT 013 RW 003,",    , Jakarta Utara , Tanjung Priok , -   ,306, Taman Interaktif 
12010028,"Taman interaktif Pelita I, RT 001 RW 005",    , Jakarta Utara , Tanjung Priok , -   ,306, Taman Interaktif 
12010040,Taman interaktif Jl.Papanggo II,    , Jakarta Utara , Tanjung Priok , -   ,236, Taman Interaktif 
12010027,Taman interaktif,    , Jakarta Utara , Tanjung Priok , -   ,250, Taman Interaktif 
813021007,Taman Mesjid IV, Jl. Mesjid IV , Jakarta Barat , Cengkareng , Cengkareng Barat ,1528, Taman Lingkungan 
813021005,Taman Melati (Kalideres), Jl. Melati , Jakarta Barat , Cengkareng , Cengkareng Barat ,610, Taman Lingkungan 
813021003,Taman Utama Raya, Jl. Utama Raya , Jakarta Barat , Cengkareng , Cengkareng Barat ,11151, Taman Lingkungan 
813021013,Taman Komplek Kebersihan, Jl. Bambu Larangan Raya , Jakarta Barat , Cengkareng , Cengkareng Barat ,2458, Taman Lingkungan 
813021020,Taman Seruni, Rusun Bumi Cengkareng Indah , Jakarta Barat , Cengkareng , Cengkareng Barat ,2136, Taman Lingkungan 
813021006,Taman Beringin, Jl. Beringin Raya , Jakarta Barat , Cengkareng , Cengkareng Barat ,1220, Taman Lingkungan 
813021004,Taman A.A., Jl. A.A. , Jakarta Barat , Cengkareng , Cengkareng Barat ,746, Taman Lingkungan 
813021002,Taman Puspa RW. 012, Jl. Puspa RW. 012 , Jakarta Barat , Cengkareng , Cengkareng Timur ,1261, Taman Lingkungan 
813021032,Taman Nusa Indah III, Jl. Nusa Indah III , Jakarta Barat , Cengkareng , Cengkareng Timur ,1224, Taman Lingkungan 
813021025,Taman Nusa Indah I, Jl. Nusa Indah 2 , Jakarta Barat , Cengkareng , Cengkareng Timur ,1551, Taman Lingkungan 
813021009,Taman Anggrek, Jl. Anggrek , Jakarta Barat , Cengkareng , Cengkareng Timur ,2825, Taman Lingkungan 
813021001,Taman Pedongkelan, Jl. Pedongkelan , Jakarta Barat , Cengkareng , Cengkareng Timur ,1500, Taman Lingkungan 
813021026,Taman Nusa Indah II, Jl. Nusa Indah , Jakarta Barat , Cengkareng , Cengkareng Timur ,381, Taman Lingkungan 
813021024,Taman Duri Kosambi, Jl. Duri Kosambi Utara , Jakarta Barat , Cengkareng , Duri Kosambi ,2620, Taman Lingkungan 
813021015,Taman Melati I (Kapuk), Jl. Melati , Jakarta Barat , Cengkareng , Kapuk ,1430, Taman Lingkungan 
813021011,Taman Dahlia Refungsi Dinas, Jl. Dahlia , Jakarta Barat , Cengkareng , Kapuk ,301, Taman Lingkungan 
813021019,Taman Puspa V, Jl. Puspa V , Jakarta Barat , Cengkareng , Kapuk ,415, Taman Lingkungan 
813021016,Taman Melati II (Kapuk), Jl. Melati , Jakarta Barat , Cengkareng , Kapuk ,1540, Taman Lingkungan 
813021010,Taman Dahlia, Jl. Dahlia , Jakarta Barat , Cengkareng , Kapuk ,1846, Taman Lingkungan 
813021008,Taman Akasia, Jl. Akasia Raya , Jakarta Barat , Cengkareng , Kapuk ,747, Taman Lingkungan 
813021018,Taman Puspa I, Jl. Puspa I , Jakarta Barat , Cengkareng , Kapuk ,216, Taman Lingkungan 
813021034,Taman Durian, Jl. Durian 3 , Jakarta Barat , Cengkareng , Rawa Buaya ,2692, Taman Lingkungan 
813021023,Taman Pakis Raya RW.07, Jl. Pakis Raya , Jakarta Barat , Cengkareng , Rawa Buaya ,1793, Taman Lingkungan 
813021035,Taman Bawang Merah, Jl. Bawang Merah 2 , Jakarta Barat , Cengkareng , Rawa Buaya ,1917, Taman Lingkungan 
813021033,Taman Buncis, Jl. Buncis I , Jakarta Barat , Cengkareng , Rawa Buaya ,1737, Taman Lingkungan 
813030045,Taman Al-Amanah, Jl. Al Amanah , Jakarta Barat , Grogol Petamburan , -   ,1768, Taman Lingkungan 
813030020,Taman Rasa Sayang, Jl. Rasa Sayang , Jakarta Barat , Grogol Petamburan , -   ,2395, Taman Lingkungan 
813030046,Taman Tanjung Duren IX, Jl. Tanjung Duren IX , Jakarta Barat , Grogol Petamburan , -   ,853, Taman Lingkungan 
813030044,Taman Hadiah Utama II, Jl. Hadiah Utama II , Jakarta Barat , Grogol Petamburan , -   ,360, Taman Lingkungan 
813030053,Taman Susilo IX, Jl. Susilo IX , Jakarta Barat , Grogol Petamburan , Grogol ,601, Taman Lingkungan 
813030019,Taman Air Mancur Empang Grogol, Jl. DR. Semeru 2 , Jakarta Barat , Grogol Petamburan , Grogol ,1503, Taman Lingkungan 
813030051,Taman Makaliwe II, Jl. Makaliwe II , Jakarta Barat , Grogol Petamburan , Grogol ,1000, Taman Lingkungan 
813030052,Taman Susilo Raya, Jl. Susilo Raya , Jakarta Barat , Grogol Petamburan , Grogol ,4300, Taman Lingkungan 
813030050,Taman Makaliwe I, Jl. Makaliwe , Jakarta Barat , Grogol Petamburan , Grogol ,1000, Taman Lingkungan 
31010004,Taman Eks SPBU No.31-11102 Jl.Kyai Tapa, Jl.Kyai Tapa , Jakarta Barat , Grogol Petamburan , Grogol ,1175, Taman Lingkungan 
813030055,Taman Susilo IIIB, Jl. Susilo III , Jakarta Barat , Grogol Petamburan , Grogol ,482, Taman Lingkungan 
813030031,Taman Hadiah Utama III D, Jl. Hadiah Utama III D , Jakarta Barat , Grogol Petamburan , Jelambar ,1494, Taman Lingkungan 
813030062,Taman Madya Barat I, Jl. Madya Barat I , Jakarta Barat , Grogol Petamburan , Jelambar ,419, Taman Lingkungan 
813030040,Taman Hadiah Utama V, Jl. Hadiah Utama V , Jakarta Barat , Grogol Petamburan , Jelambar ,1008, Taman Lingkungan 
813030029,Taman Madya Utama Raya, Madya Utama Raya , Jakarta Barat , Grogol Petamburan , Jelambar ,1000, Taman Lingkungan 
813030060,Taman Hadiah Utama IIIC, Jl. Hadiah Utama IIIC , Jakarta Barat , Grogol Petamburan , Jelambar ,295, Taman Lingkungan 
813030026,Taman Satria III, Jl. Satria III , Jakarta Barat , Grogol Petamburan , Jelambar ,1017, Taman Lingkungan 
813030036,Taman Hadiah Utama I, Jl. Hadiah Utama I , Jakarta Barat , Grogol Petamburan , Jelambar ,1260, Taman Lingkungan 
813030024,Taman Jelambar Baru (Wijaya Kusuma), Jl. Jelambar Baru , Jakarta Barat , Grogol Petamburan , Jelambar ,635, Taman Lingkungan 
813030034,Taman Jelambar RW 01, Jl. Hadiah Utama Raya , Jakarta Barat , Grogol Petamburan , Jelambar ,2706, Taman Lingkungan 
813030022,Taman Madya Barat, Jl. Madya Barat , Jakarta Barat , Grogol Petamburan , Jelambar ,2566, Taman Lingkungan 
813030063,Taman Madya Barat II, Jl. Madya Barat II , Jakarta Barat , Grogol Petamburan , Jelambar ,1780, Taman Lingkungan 
813030039,Taman Hadiah Utama Raya, Jl. Hadiah Utama Raya , Jakarta Barat , Grogol Petamburan , Jelambar ,3739, Taman Lingkungan 
813030061,Taman Jelambar Timur IIB, Jl. Jelambar Timur IIB , Jakarta Barat , Grogol Petamburan , Jelambar ,993, Taman Lingkungan 
813030027,Taman Jelambar RW 02, Jl. Jelambar Madya IV , Jakarta Barat , Grogol Petamburan , Jelambar ,1082, Taman Lingkungan 
813030059,Taman Hadiah Utama IVA, Jl. Hadiah Utama IVA , Jakarta Barat , Grogol Petamburan , Jelambar ,654, Taman Lingkungan 
813030025,Taman Madya Timur II, Jl. Madya Timur II A , Jakarta Barat , Grogol Petamburan , Jelambar ,733, Taman Lingkungan 
813030023,Taman Staria, Jl. Satria , Jakarta Barat , Grogol Petamburan , Jelambar ,1017, Taman Lingkungan 
813030033,Taman Hadiah Utama IV, Jl. Hadiah Utama IV , Jakarta Barat , Grogol Petamburan , Jelambar ,762, Taman Lingkungan 
813030049,Taman Jelambar Baru, Jl. Hanoman I , Jakarta Barat , Grogol Petamburan , Jelambar Baru ,635, Taman Lingkungan 
813030048,Taman Pakuwon, Jl. Jatayu 4A , Jakarta Barat , Grogol Petamburan , Jelambar Baru ,550, Taman Lingkungan 
813030021,Taman Tg Duren Selatan III, Jl. Tanjung Duren Selatan III , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,750, Taman Lingkungan 
813030010,Taman Delima I, Jl. Delima I , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,1081, Taman Lingkungan 
813030017,Taman Dukuh II, Jl. Dukuh II , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,781, Taman Lingkungan 
813030038,Taman R Dinas Walikota, R Dinas Walikota , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,1, Taman Lingkungan 
813030015,Taman Manggis III, Jl. Manggis III , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,927, Taman Lingkungan 
813030013,Taman Menteng II, Jl. Menteng II , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,732, Taman Lingkungan 
813030011,Taman Tanj. Duren Timur II A, Jl. Tanj. Duren Timur II A , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,811, Taman Lingkungan 
813030032,Taman Tg Duren Selatan I, Jl. Tanjung Duren Sltn I , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,582, Taman Lingkungan 
813030009,Taman Rambutan, Jl. Rambutan , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,3027, Taman Lingkungan 
813030041,Taman Lontar Timur, Jl. Lontar , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,693, Taman Lingkungan 
813030030,Taman Dukuh III, Jl. Dukuh III , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,802, Taman Lingkungan 
813030016,Taman Lontar (Grogol), Jl. Lontar , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,869, Taman Lingkungan 
813030014,Taman Manggis XIX, Jl. Manggis XIX , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,635, Taman Lingkungan 
813030035,Taman Lereng I, Jl. Tanjung Duren , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,780, Taman Lingkungan 
813030057,Taman Lereng II, Jl. Tanjung Duren , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,286, Taman Lingkungan 
813030012,Taman Way Seputih, Jl. Way Seputih , Jakarta Barat , Grogol Petamburan , Tanjung Duren Selatan ,869, Taman Lingkungan 
813030006,Taman Tanj. Duren Utara VII C, Jl. Tanj. Duren Utara VII C , Jakarta Barat , Grogol Petamburan , Tanjung Duren Utara ,1938, Taman Lingkungan 
813030004,Taman Tanj. Duren Utara VII A, Jl. Tanj. Duren Utara VII A , Jakarta Barat , Grogol Petamburan , Tanjung Duren Utara ,1629, Taman Lingkungan 
813030047,Taman Tanjung Duren VI, Jl. Tanjung Duren VIII , Jakarta Barat , Grogol Petamburan , Tanjung Duren Utara ,1363, Taman Lingkungan 
813030002,Taman Tanj. Duren Utara III E, Jl. Tanj. Duren Utara III E , Jakarta Barat , Grogol Petamburan , Tanjung Duren Utara ,1800, Taman Lingkungan 
813030056,Taman Tanjung Duren Utara IVA, Jl. Tanjung Duren Utara , Jakarta Barat , Grogol Petamburan , Tanjung Duren Utara ,1590, Taman Lingkungan 
813030054,Taman Sekretaris, Jl. Pinggis kali Sekretaris , Jakarta Barat , Grogol Petamburan , Tanjung Duren Utara ,1000, Taman Lingkungan 
813030005,Taman Tanj. Duren Utara VIII A, Jl. Tanj. Duren Utara VIII A , Jakarta Barat , Grogol Petamburan , Tanjung Duren Utara ,1269, Taman Lingkungan 
813030037,Taman Depan Kec. Gropet, Jl. Tanjung Duren Utara , Jakarta Barat , Grogol Petamburan , Tanjung Duren Utara ,131, Taman Lingkungan 
813030003,Taman Tanj. Duren Utara VI A, Jl. Tanj. Duren Utara VI A , Jakarta Barat , Grogol Petamburan , Tanjung Duren Utara ,1421, Taman Lingkungan 
813030001,Taman Tanj. Duren Utara III C, Jl. Tanj. Duren Utara III C , Jakarta Barat , Grogol Petamburan , Tanjung Duren Utara ,1423, Taman Lingkungan 
813030042,Taman Mandala Barat, Jl. Mandala Barat III , Jakarta Barat , Grogol Petamburan , Tomang ,473, Taman Lingkungan 
813030008,Taman Pulo Macan, Jl. Pulo Macan , Jakarta Barat , Grogol Petamburan , Tomang ,1388, Taman Lingkungan 
813030058,Taman Mandala Barat I, Jl. Mandala Barat I , Jakarta Barat , Grogol Petamburan , Tomang ,185, Taman Lingkungan 
813030043,Taman Permata, Jl. Permata , Jakarta Barat , Grogol Petamburan , Tomang ,1639, Taman Lingkungan 
813030018,Taman CPG Bappenas, Jl. Gerlong Baru Utara II , Jakarta Barat , Grogol Petamburan , Tomang ,647, Taman Lingkungan 
813030007,Taman Mandala Barat 1, Jl. Mandala Barat 1 , Jakarta Barat , Grogol Petamburan , Tomang ,185, Taman Lingkungan 
13021011,Taman Sumonggol, Jl. Kamal Raya , Jakarta Barat , Kali Deres , Kamal ,902, Taman Lingkungan 
13021009,Taman Rw 06, Jl. Rt 010/06 Kamal , Jakarta Barat , Kali Deres , Kamal ,932, Taman Lingkungan 
13021007,Taman RT 10/03, Rt 10/03 Kamal , Jakarta Barat , Kali Deres , Kamal ,800, Taman Lingkungan 
13021024,Taman Sumur Bor, Jl. Sumur Bor , Jakarta Barat , Kali Deres , Kamal ,1478, Taman Lingkungan 
13021010,Taman Rw 08, Jl. Kamal/ Rw 08 , Jakarta Barat , Kali Deres , Kamal ,761, Taman Lingkungan 
13021008,Taman Rt 09/03, Rt 09/03 Kamal , Jakarta Barat , Kali Deres , Kamal ,1336, Taman Lingkungan 
813020001,Taman Segitiga Peta Barat, Jl. Peta Barat (Segitiga). , Jakarta Barat , Kali Deres , Pegadungan ,160, Taman Lingkungan 
13021012,Taman Segitiga, Jl. Peta Barat , Jakarta Barat , Kali Deres , Pegadungan ,115, Taman Lingkungan 
13021025,Taman Elang Bondol, Jl. Daan Mogot , Jakarta Barat , Kali Deres , Semanan ,177, Taman Lingkungan 
13021026,Taman Kramat, Jl. Kramat , Jakarta Barat , Kali Deres , Semanan ,153, Taman Lingkungan 
13021027,Taman Kopti, Jl. Komp. Kopti , Jakarta Barat , Kali Deres , Semanan ,1020, Taman Lingkungan 
13021013,Taman Yudistira, Jl. Yudistira , Jakarta Barat , Kali Deres , Tegal Alur ,175, Taman Lingkungan 
13021002,Taman Pelopor, Jl. Pelopor , Jakarta Barat , Kali Deres , Tegal Alur ,1505, Taman Lingkungan 
13021022,Taman Menvo, Jl. Menvo , Jakarta Barat , Kali Deres , Tegal Alur ,384, Taman Lingkungan 
13021020,Taman Mirinda Dalam, Jl. Mirinda Dalam , Jakarta Barat , Kali Deres , Tegal Alur ,201, Taman Lingkungan 
13021018,Taman Malioboro, Jl. Malioboro Raya , Jakarta Barat , Kali Deres , Tegal Alur ,469, Taman Lingkungan 
13021016,Taman Bahagia I, Jl. Bahagia I , Jakarta Barat , Kali Deres , Tegal Alur ,150, Taman Lingkungan 
13021005,Taman Bhakti Mulya, Jl. Lingkungan III , Jakarta Barat , Kali Deres , Tegal Alur ,986, Taman Lingkungan 
13021014,Taman Mushola X, Jl. Mushola X , Jakarta Barat , Kali Deres , Tegal Alur ,193, Taman Lingkungan 
13021003,Taman Anggrek Biru, Jl. Anggrek Biru , Jakarta Barat , Kali Deres , Tegal Alur ,2128, Taman Lingkungan 
13021021,Taman Komp Kebersihan I, Komplek Kebersihan , Jakarta Barat , Kali Deres , Tegal Alur ,836, Taman Lingkungan 
13021019,Taman Bahagia III, Jl. Bahagia III , Jakarta Barat , Kali Deres , Tegal Alur ,144, Taman Lingkungan 
13021017,Taman Malioboro III, Jl. Malioboro III , Jakarta Barat , Kali Deres , Tegal Alur ,153, Taman Lingkungan 
13021006,Taman Sipon, Jl. Kamal Benda , Jakarta Barat , Kali Deres , Tegal Alur ,1234, Taman Lingkungan 
13021015,Taman Sukatani, Jl. Sukatani , Jakarta Barat , Kali Deres , Tegal Alur ,176, Taman Lingkungan 
13021004,Taman Kebersihan II, Komplek Kebersihan II , Jakarta Barat , Kali Deres , Tegal Alur ,2612, Taman Lingkungan 
13021001,Taman Musholla, Jl. Musholla , Jakarta Barat , Kali Deres , Tegal Alur ,2294, Taman Lingkungan 
813010005,Taman Kebon Raya, Jl. Kebon Raya , Jakarta Barat , Kebon Jeruk , Duri Kepa ,1947, Taman Lingkungan 
813010003,Taman Sebrang Kecamatan, Seberang Kantor Kecamatan , Jakarta Barat , Kebon Jeruk , Kebon Jeruk ,2267, Taman Lingkungan 
813010001,Taman Flamboyan ( Kbn Jeruk ), Jl. Flamboyan , Jakarta Barat , Kebon Jeruk , Kebon Jeruk ,2055, Taman Lingkungan 
813010009,Taman Komplek DPR I, Jl. Komplek DPR I , Jakarta Barat , Kebon Jeruk , Kebon Jeruk ,329, Taman Lingkungan 
813010006,Taman Melur, Jl. Melur , Jakarta Barat , Kebon Jeruk , Kebon Jeruk ,1064, Taman Lingkungan 
813010004,Taman Komp. Pemadam Kb. Jeruk, Komp. Pemadam Kebakaran , Jakarta Barat , Kebon Jeruk , Kebon Jeruk ,1441, Taman Lingkungan 
813010002,Taman Sangkrini, Jl. Sangkrini , Jakarta Barat , Kebon Jeruk , Kebon Jeruk ,477, Taman Lingkungan 
843010001,Taman Kantor Kecamatan Kebon Jeruk, Jl. Kebon Jeruk Raya , Jakarta Barat , Kebon Jeruk , Kebon Jeruk ,3061, Taman Lingkungan 
813010010,Taman Komp. Kebon Jeruk, Jl. Kebon Jeruk , Jakarta Barat , Kebon Jeruk , Kebon Jeruk ,2563, Taman Lingkungan 
813010008,Taman Koramil, Taman Koramil , Jakarta Barat , Kebon Jeruk , Kebon Jeruk ,622, Taman Lingkungan 
813011006,Taman Komp. DKI Joglo Blok R, Komp. DKI Joglo Blok R , Jakarta Barat , Kembangan , Joglo ,1652, Taman Lingkungan 
13011004,Taman Komp. DKI Blok Z, Jl Komp. DKI Blok Z , Jakarta Barat , Kembangan , Joglo ,1883, Taman Lingkungan 
813011002,Taman Komp. DKI Joglo Blok D, Komp. DKI Joglo Blok D , Jakarta Barat , Kembangan , Joglo ,750, Taman Lingkungan 
13011002,Taman Komp. DKI Blok E, Jl Komp. DKI Blok E , Jakarta Barat , Kembangan , Joglo ,886, Taman Lingkungan 
813011004,Taman Komp. DKI Joglo Blok M, Komp. DKI Joglo Blok M , Jakarta Barat , Kembangan , Joglo ,879, Taman Lingkungan 
13011003,Taman Komp. DKI Blok F, Jl Komp DKI Blok F , Jakarta Barat , Kembangan , Joglo ,762, Taman Lingkungan 
13011001,Taman Komp. Pemadam Kebakaran, Jl Komp. Pemadam Kebakaran , Jakarta Barat , Kembangan , Joglo ,3977, Taman Lingkungan 
813011014,Taman Kec.(Kembangan Brt), Kantor Kec.(Kembangan Brt) , Jakarta Barat , Kembangan , Kembangan Selatan ,2500, Taman Lingkungan 
813011016,Taman Aries Utama 3, Jl.Aries Utama 3 , Jakarta Barat , Kembangan , Kembangan Utara ,1605, Taman Lingkungan 
813011015,Taman Interaktif, Jl. Delima 8 (Komp. BTN II) , Jakarta Barat , Kembangan , Kembangan Utara ,815, Taman Lingkungan 
813011013,Taman Komp. BTN I, Jl. Kembangan Baru , Jakarta Barat , Kembangan , Kembangan Utara ,1290, Taman Lingkungan 
813011009,Taman Komp. Unilever (Srengseng B), Komplek Unilever Blok B1 , Jakarta Barat , Kembangan , Meruya Selatan ,2657, Taman Lingkungan 
813011010,Taman Komp. Walikota Blok C, Komp. Perumahan Walikota Blok C , Jakarta Barat , Kembangan , Meruya Selatan ,2100, Taman Lingkungan 
813011008,Taman Komp. Unilever (Srengseng A), Komplek Unilever Blok A1 , Jakarta Barat , Kembangan , Meruya Selatan ,1266, Taman Lingkungan 
813011011,Taman Komp. Walikota Blok D, Komp. Perumahan Walikota Blok D , Jakarta Barat , Kembangan , Meruya Selatan ,705, Taman Lingkungan 
13011008,Taman Aries Utama I, Jl Aries Utama I , Jakarta Barat , Kembangan , Meruya Utara ,1211, Taman Lingkungan 
13011006,Taman Nagasari, Jl Nagasari , Jakarta Barat , Kembangan , Meruya Utara ,1025, Taman Lingkungan 
813011012,Taman Komp. BPPT, Jl. Teknologi 8 , Jakarta Barat , Kembangan , Meruya Utara ,3006, Taman Lingkungan 
13011009,Taman Aries Elok I Blok F, Jl Aries Elok I Blok F , Jakarta Barat , Kembangan , Meruya Utara ,2087, Taman Lingkungan 
13011007,Taman Blok H Rt 2 Rw 7, Jl Blok H Rt 2 Rw 7 , Jakarta Barat , Kembangan , Meruya Utara ,1601, Taman Lingkungan 
813011017,Taman Anggrek Dahlia I, Jl. Anggrek Dahlia , Jakarta Barat , Kembangan , Meruya Utara ,5447, Taman Lingkungan 
13011005,Taman Sedap Malam, Jl Sedap Malam , Jakarta Barat , Kembangan , Meruya Utara ,437, Taman Lingkungan 
813031019,Taman Buni, Jl. Buni , Jakarta Barat , Palmerah , Jati Pulo ,272, Taman Lingkungan 
813031001,Taman Anggrek Neli Murni 5, Jl. Anggrek Neli Murni 5 , Jakarta Barat , Palmerah , Kemanggisan ,1180, Taman Lingkungan 
813031009,Taman Anggrek Nely Murni 2 Blok C, Jl. Anggrek Nely Murni 2 , Jakarta Barat , Palmerah , Kemanggisan ,603, Taman Lingkungan 
813031007,Taman Anggrek Neli Murni 11, Jl. Anggrek Neli Murni 11 , Jakarta Barat , Palmerah , Kemanggisan ,467, Taman Lingkungan 
813031005,Taman Anggrek Rosliana, Jl. Anggrek Rosliana , Jakarta Barat , Palmerah , Kemanggisan ,1000, Taman Lingkungan 
813031003,Taman Anggrek Garuda, Jl. Anggrek Garuda 5 , Jakarta Barat , Palmerah , Kemanggisan ,1120, Taman Lingkungan 
813031012,Taman Komodo, Jl. Anggrek Rosliana , Jakarta Barat , Palmerah , Kemanggisan ,1867, Taman Lingkungan 
813031010,Taman Garuda (Koramil), Jl. Anggrek Garuda 5 , Jakarta Barat , Palmerah , Kemanggisan ,638, Taman Lingkungan 
813031006,Taman Kemanggisan Utara, Jl. Kemanggisan Utara , Jakarta Barat , Palmerah , Kemanggisan ,1000, Taman Lingkungan 
813031004,Taman Anggrek Garuda 2, Jl. Anggrek Garuda 2 , Jakarta Barat , Palmerah , Kemanggisan ,1000, Taman Lingkungan 
813031020,Taman KS. Tubun, Jl. KS. Tubun , Jakarta Barat , Palmerah , Kota Bambu Selatan ,104, Taman Lingkungan 
813031017,Taman Katalia I, Jl. Katalia I , Jakarta Barat , Palmerah , Kota Bambu Utara ,500, Taman Lingkungan 
813031018,Taman Katalia II, Jl. Katalia II , Jakarta Barat , Palmerah , Kota Bambu Utara ,897, Taman Lingkungan 
813031013,Taman Blok C Slipi F2, Jl. Blok C Slipi F2 , Jakarta Barat , Palmerah , Palmerah ,63, Taman Lingkungan 
813031011,Taman Anggrek Garuda V, Jl. Anggrek Garuda V , Jakarta Barat , Palmerah , Palmerah ,1677, Taman Lingkungan 
