nama,npsn,bentuk_pendidikan,alamat_jalan,desa_kelurahan,kode_wilayah,kode_pos,latitude,longitude,nomor_telepon,nomor_fax,email,website,status_sek
PAUD Jeruk Manis,69777694,4,JL. RAYA TANJUNG BARAT GG. LANGGAR 2,Pejaten Timur,16302,,0,0,,,,,2
PAUD Kana,69776524,4,JL. DELMAN ASRI RT 005/11,Kebayoran Lama Utara,16305,12240,0,0,0812-86900418,,paudkanaklu@gmail.com,,2
PAUD Kancil,69773451,4,Jl. Swadaya IV No. 20 RT. 016  RW.04,Cempaka Baru,16006,10640,0,0,021-4204701,214204701,paudkancil17@gmail.com,,2
PAUD Kantil Al-Musyawaroh,69773448,4,Jl. Mufakat III Rt 008 Rw.007,Harapan Mulya,16006,,0,0,0877-81551880,,ica.acih09@gmail.com,,2
PAUD Karina,69856762,4,Jalan KS Tubun III/25 Rt 004/02,Slipi,16203,,-6.192822,106.801872,,,,,2
PAUD Kartini,69831205,4,JL. PETOGOGAN I GG. 5 NO.7 RT 007/011,Gandaria Utara,16306,12140,0,0,,,bkbpaudkartini@yahoo.com,,2
PAUD Kartini,69778052,4,JL. PETOGOGAN I/5 RT 007/11,Gandaria Utara,16306,,0,0,,,,,2
PAUD Karya Ummat,69832308,4,Perum interkota Indah b2 127,Duri Kosambi,16207,11750,-6.166062,106.723978,021-54396074,,paud.karyaummat@gmail.com,,2
PAUD Kasih Bunda Rw.010,69821086,4,Jl. Kamboja RT.002/010,Kebon Pala,16404,,0,0,,,,,2
PAUD Kasih Ceria,69865832,4,Jalan Kapuk Kebon Jahe RT. 019 RW. 003,Kapuk,16207,11720,-6.134129,106.742687,,,,,2
PAUD Kasih Ibu,69773392,4,Jl. Kramat Pulo Gg.23 No. 53 RT.09 RW.08,Kramat,16003,10450,0,0,021-3144454,,kasihibu23@yahoo.com,,2
PAUD Kasih Ibu,69777691,4,JL. RUKUN UJUNG RT 005/05,Pejaten Timur,16302,,0,0,,,,,2
PAUD Kasih Ibu,69773411,4,Jl. Tanah Tinggi XII RT. 009/12,Kampung Rawa,16004,10540,0,0,,,,,2
PAUD Kasih Ibu,69776406,4,JL. PERTANIAN 3 RT 005/04 NO.66,Lebak Bulus,16303,,0,0,,,,,2
PAUD Kasih Ibu 02,69857267,4,Jalan Skip No.1 RT.013 RW.002,Sunter Jaya,16103,14350,-6.152131,106.862032,0895-15939897,,,,2
PAUD Kasih Ibu Rw.014,69820936,4,Jl. Pendidikan Raya III Rt.03/014,Duren Sawit,16407,13440,0,0,,,,,2
PAUD Kasih Ibu Rw.03,69821069,4,Jl. Naga Raya No.50 RT.005 RW.003,Duren Sawit,16407,13440,0,0,0812-8166276,,kasihibu03dursa@gmail.com,,2
PAUD Kasih Ibu Rw.09,69820882,4,Jl. Angklung RT.005 RW.09,Duren Sawit,16407,13440,0,0,0816-1957476,,rani.chaerani@ymail.com,,2
PAUD Kasih Ibu Rw.12,69821073,4,Jl. Mawar Merah III Rt.008 Rw.12,Malaka Jaya,16407,13460,-6.241,106.9032,0815-9679434,,,,2
PAUD Kautsar Ilmi,69777730,4,JL. RAYA KEBAGUSAN,Kebagusan,16302,,0,0,,,,,2
PAUD Kemuning,69831216,4,JL. PULO RAYA NO. 28B,Petogogan,16306,12170,0,0,021-7220577,,IImrohimi74@gmail.com,,2
PAUD Kemuning,69882281,4,JL. BUKIT DURI TANJAKAN,Bukit Duri,16309,18430,0,0,0856-1885930,,ibah.hamdi@gmail.com,,2
PAUD Kemuning,69947523,4,JL. PISANGAN BARU NO.6 RT.001/013,Pisangan Baru,16410,13110,0,0,0812-93405180,,kemuningceria@yahoo.com,,2
PAUD Kemuning,69820789,4,Jl. Komplek Lapan RT 02 RW 09,Pekayon,16401,13710,-6.343415,106.860723,0856-92889332,,paudkemuningpekayon@gmail.com,,2
PAUD Kemuning,69820411,4,JL.Sukamulia VIRT.08 RW.01,Harapan Mulya,16006,10640,0,0,0857-16371445,0,kemuning.bkbpaud@gmail.com,,2
PAUD Kemuning,69907413,4,Jl.  Damai No. 48 RT.06 RW.09,Lubang Buaya,16403,,0,0,,,,,2
PAUD Kemuning,69776360,4,JL. H RIDI NO 48,Ulujami,16304,,0,0,,,,,2
PAUD Kemuning,69820325,4,Jl. Cikini VII nO.21 RT. 03/01,Cikini,16002,,0,0,,,,,2
PAUD Kemuning,69832279,4,Jl. G.1 RT.004/03,Slipi,16203,,0,0,,,,,2
PAUD Kemuning,69777881,4,JL. PULO RAYA NO.28 B,Petogogan,16306,,0,0,,,,,2
PAUD Kemuning 012,69777747,4,JL. JURAGANAN I RT004/12,Grogol Utara,16305,12210,0,0,,,bkbpaud.kemuning12@gmail.com,,2
PAUD Kemuning 013,69946981,4,Jl. Kebon Pala III RT.005 RW.013,Kebon Melati,16001,10230,0,0,,,sitizuhairiyah@gmail.com,,2
PAUD Kemuning II,69777445,4,JL.PERINTIS RT 003 RW 05,Kuningan Timur,16310,12950,0,0,,,wiwikpaud@gmail.com,,2
PAUD Kenanga,69949438,4,Jl. Cikini Kramat Rt.002 Rw.001,Pegangsaan,16002,10320,0,0,0811-6763538,,ida.dahlia@yahoo.com,,2
PAUD Kenanga,69820949,4,JL. BENGRAH RT 004/010,Cijantung,16401,13770,-6.324195,106.862505,0817-9839400,,Paudkenangaaa@gmail.com,,2
PAUD Kenanga,69790654,4,Jl. TSS Setia masa V Rt. 006/001,Duri Selatan,16205,11270,0,0,0812-66673680,,,,2
PAUD Kenanga,69831089,4,"Jl. Kelapa Puan No. 32F, RT. 010/03",Jagakarsa,16301,12620,0,0,0812-97500488,,paudkenangaIV@gmail.com,,2
PAUD Kenanga,69953003,4,Jl. Serdang Baru I Gg. VIRT.03 RW.014,Serdang,16006,10650,0,0,0813-11114684,,Sutiyasmikenanga@gmail.com,,2
PAUD Kenanga,69870251,4,KEBUN MANGGA III RT 008/RW 003,Cipulir,16305,12230,-6.234461,106.778998,0813-14786814,,paudkenanga.cipulir@gmail.com,,2
PAUD Kenanga,69917058,4,Jl. bendugan Hilir Gg. Panca Marga No.38 RT.006 RW.01,Bendungan Hilir,16001,10210,0,0,,,lestariku287@gmail.com,,2
PAUD Kenanga,69790610,4,Jl.Daan Mogot Asrama Polri Pesing RT.005/08,Wijaya Kesuma,16204,,0,0,,,,,2
PAUD Kenanga,69822369,4,HAJI GANDUN KARANG TENGAH,Lebak Bulus,16303,,0,0,,,,,2
PAUD Kenanga 04,69910744,4,Jl. Kesederhanaan Dalam RT.007/04 No.10,Keagungan,16206,,0,0,,,,,2
PAUD Kenanga 07,69832298,4,Jl. Ketapang Utara I RT 12/07,Taman Sari,16206,11440,0,0,0811-6115553,,yuia.paudkenanga07@gmai.com,,2
PAUD Kenanga 09,69795500,4,Rumah Susun Kapuk Muara Jl. SMPN 122 Blok E Rt. 004/09,Kapuk Muara,16101,,0,0,,,,,2
PAUD Kenanga 7,69856742,4,JL. Kampung Salo Rt.08/07,Kembangan Utara,16201,11610,-6.161292,106.754408,0856-1412647,,bkbpaudkenanga07@gmail.com,,2
PAUD Kenanga 9,69832261,4,Jl. Nabet Sanggrahan RT 01/09,Kembangan Selatan,16201,,0,0,,,,,2
PAUD Kenanga II,69832257,4,Jl. H. Saaba RT 07/03,Meruya Selatan,16201,11650,0,0,0813-14224761,,Paud_Kenanga2@yahoo.co.id,,2
PAUD Kenanga IV,69783474,4,JL. KELAPA PUAN,Jagakarsa,16301,,0,0,,,,,2
PAUD Kenanga Sekar Lapan,69856751,4,Jl.Palmerah Utara III RT.004/06,Palmerah,16203,11480,0,0,021-5308363,,paudkenangasekarlapan@gmail.com,,2
PAUD Kenari,69832335,4,Jl. Menvo Rt. 009/010,Tegal Alur,16208,,0,0,,,,,2
PAUD Kencana,69832317,4,Jl.Swadaya Pesing RT.004/05,Kedaung Kali Angke,16207,11710,0,0,0878-83141050,,justanti.mundzir@gmail.com,,2
PAUD Kiapang Jaya,69810972,4,Jl.Kiapang RT.08/03 No.42,Kota Bambu Selatan,16203,11420,-6.183788,106.804706,,,,,2
PAUD Kids Island,69960850,4,Jl. Pangeran Antasari No. 19,Cipete Selatan,16303,,0,0,,,,,2
PAUD Kitta,69856802,4,Jl. Rusun BCI Blok Seruni 5 Lt. D5 No. 1-2,Cengkareng Timur,16207,11730,0,0,0821-11508836,,paudkitta@yahoo.co.id,,2
PAUD Komunitas Rumah Alif,69832280,4,Jl.Anggrek Neli Murni VI,Kemanggisan,16203,,0,0,,,,,2
PAUD Kumbang,69810980,4,Rawa Lele Jl. Kumbang RT10/RW01 NO28,Pegadungan,16208,11820,-6.143584,106.699476,0857-86890260,,misani.paudkumbang@yahoo.com,,2
PAUD Kuncup Mekar 2,69821028,4,Jl. DI. Panjaitan Rt.01/06,Kebon Pala,16404,,0,0,,,,,2
PAUD Kuntum Melati,69773385,4,Jl. Kramat Lontar I  RT.  017  RW.  01,Paseban,16003,10440,0,0,,,,,2
PAUD Kusuma,69944568,4,JL. I. GUSTI NGURAH RAI RT.002/01,Malaka Jaya,16407,13460,0,0,021-8626838,,paudkusumarw01@gmail.com,,2
PAUD Kusuma,69778066,4,JL. PERSADA II LKMD RT 011 RW 15,Menteng Dalam,16309,,0,0,,,,,2
PAUD Kusuma,69831258,4,PERSADA II RT 011 RW 15,Menteng Dalam,16309,,0,0,,,,,2
PAUD Kusuma Bangsa,69822373,4,JL. KIRAI NO.5 RT 009/01,Cipete Utara,16306,12150,0,0,021-7234425,,paud_kusumabangsa01@yahoo.com,,2
PAUD Kusuma Bangsa,69831140,4,TRIDARMA RAYA NO 32B,Pondok Labu,16303,12450,0,0,0822-13926956,,bkbpaudkusumabangsa@gmail.com,,2
PAUD Kusuma Bangsa,69856789,4,Jl. Kerajinan No. 90A RT 02/01 Krukut,Krukut,16206,11140,0,0,,,,,2
PAUD Kusuma Bangsa,69776381,4,JL. TRI DARMA RAYA NO. 32B R 005/ 08,Pondok Labu,16303,,0,0,,,,,2
PAUD Kusuma Rw.02,69820896,4,Jl. Pertanian Tengah RT.007 RW.02,Klender,16407,13470,0,0,0852-10581503,,nur34ni@gmail.com,,1
PAUD Kwista Jaya,69773421,4,Jl. Kwista IV RT. 006/04,Galur,16004,10530,-6.176662,106.855195,0812-19211963,,,,2
PAUD Laras Setia,69820812,4,JL. KESADARAN II NO.27C RT.003 RW.01,Cipinang Muara,16406,13420,0,0,,,,,2
PAUD La-Tansa Salaf,69820804,4,KEBON PALA II TANAH RENDAH RT.015 RW.08,Kampung Melayu,16406,13320,0,0,,,,,2
PAUD Lebah Ceria,69820400,4,Jl. Swadaya VINo. 38 RT 01/ 06 No.28,Kebon Kosong,16006,,0,0,,,,,2
PAUD Lely Delima,69810979,4,Jl.Semangka Raya No.28A,Jati Pulo,16203,11430,-6.18254,106.80552,021-5641885,,paudlelydelima@gmail.com,,2
PAUD Lestari,69832326,4,Jl.Jaya VIII,Cengkareng Barat,16207,11730,-6.127811,106.725011,0813-10008437,,,,2
PAUD Lestari,69820387,4,Jl. Kramat pulo Gundul RT. 013 / 09,Tanah Tinggi,16004,10540,0,0,0813-19108924,,,,2
PAUD Lestari,69822351,4,JL BACANG,Jati Padang,16302,12540,0,0,0857-79241549,,,,2
PAUD Lestari,69831139,4,LEBAK BULUS RAYA 99 RT 02 RW 01,Lebak Bulus,16303,12440,0,0,0877-82615956,,syuryanih01@gmail.com,,2
PAUD Lestari,69872053,4,JL JEMBATAN BESI VIII NO. 1A RT.05 RW.05,Jembatan Besi,16205,11230,-6.154721,106.798031,0896-80044401,,amelianebi2+1@gmail.com,,2
PAUD Lestari I,69790613,4,Jl. Blimbing II RT 04/06 Mangga Besar,Mangga Besar,16206,,0,0,,,,,2
PAUD Lestari II,69832299,4,Jl Kokosan RT 06/01,Mangga Besar,16206,,0,0,0896-14111047,,,,2
PAUD Lestari Indah,69832320,4,Jl.Kebon Jahe RT.015/03 No.34,Kapuk,16207,11720,-6.133504,106.746625,0878-82821487,,sulastri27indah@gmail.com,,2
PAUD Lontar Ceria,69773389,4,Jl. Kramat lontar III RT.002 RW.01,Paseban,16003,10440,0,0,021-3918944,,nurmalas54@gmail.com,,2
PAUD Madusela,69820323,4,Jl. Mangga Besar XIII RT.008/05 No.1,Mangga Dua Selatan,16007,,0,0,,,paudmadusela@gmail.com,,2
PAUD Mamis School Kecipir,69776424,4,JL. H. MUHI VIRT 010 RW 04,Pondok Pinang,16305,,0,0,,,,,2
PAUD Mandiri,69773406,4,Jl. Kramat Jaya Baru Blok D II RT.006/02,Johar Baru,16004,10550,0,0,,,,,2
PAUD Mandiri Tunas Harapan,69820938,4,Jl. Cipinang Bali II No.25 RT.005 RW.013,Cipinang Muara,16406,13420,0,0,0812-9664272,,paudmandiritunasharapan@gmail.com,,2
PAUD Mangga Ubi,69864586,4,Jl.Peternakan Taman Bangun Kapuk Mas RT.007/07,Kapuk,16207,11720,-6.148478,106.766599,0852-85169800,,,,2
PAUD Manggis,69773420,4,Jl. Rawa Tengah RT. 003/05,Galur,16004,10530,-6.177836,106.857362,0812-18224180,,,,2
PAUD Mariah,69865829,4,Jalan Z Jatipulo,Jati Pulo,16203,11430,0,0,0877-85412288,,elviayuliani@yahoo.com,,2
PAUD Markisa,69822337,4,"Jl. Jagakarsa I Gg. Rawa No. 3, RT. 005/02",Jagakarsa,16301,,-6.331763,106.830454,,,,,2
PAUD Markisa,69795695,4,Jl. Indragiri,Semper Barat,16106,,0,0,,,,,2
PAUD Matahari,69831233,4,JL. H. MARZUKI RT 007/01,Mampang Prapatan,16307,12790,0,0,0817-141868,,paudmatahari19@yahoo.com,,2
PAUD Matahari,69820897,4,JL. INFANTRI NO. 10A RT 06 RW 06 KANTOR RW 06,Cipinang Melayu,16404,,-6.249105,106.915389,0817-9949304,,paudmatahari06@gmail.com,,2
PAUD Matahari,69944570,4,JL.KAYU VIII NO.08 RT.003/005 KELURAHAN KAYU PUTIH,Kayu Putih,16409,13210,0,0,0812-82947396,,anitafarida1966@gmail.com,,2
PAUD Matahari,69776445,4,JL. KAMPUNG DUKU RT 006/06,Kebayoran Lama Selatan,16305,12240,0,0,0812-87422599,,murtinipaudmatahari@gmail.com,,2
PAUD Matahari,69777447,4,JL.PATRA KUNINGAN UTARA RW 04,Kuningan Timur,16310,,0,0,,,,,2
PAUD Matahari,69777731,4,JL. RAYA KEBAGUSAN,Kebagusan,16302,,0,0,,,,,2
PAUD Matahari - Mp,69777846,4,JL. H. MARZUKI RT 007/01,Mampang Prapatan,16307,,0,0,,,,,2
PAUD Matahari 2,69857264,4,JL. YOS SUDARSO PULO BESAR 2 RT 6 RW 11 SUNTER JAYA,Sunter Jaya,16103,,-6.152371,106.872513,0821-25250336,,paudmatahari2@gmail.com,,2
PAUD Matahari I,69949615,4,Jl. Taman DKI No.127,Sunter Jaya,16103,14350,0,0,0896-66015448,,PAUDMATAHARI1@yahoo.com,,2
PAUD Matahari Rw.08,69821132,4,Jl. Bhakti Rt.008 Rw.08,Cililitan,16405,13640,0,0,0852-10353316,,paudmataharicll.3@gmail.com,,2
PAUD Matoa,69786084,4,JL. SALIHARA RT 01/10,Jati Padang,16302,,0,0,,,,,2
PAUD Mawar,69916088,4,Jl. Kemayoran tengah RT.004 RW.07,Kemayoran,16006,10620,0,0,021-4220847,,nenenghs78@gmail.com,,2
PAUD Mawar,69820317,4,Jl. Kemayoran Gempol RT.010 rw.06,Kebon Kosong,16006,10630,0,0,0812-99225261,,darnileo@gmail.com,,2
PAUD Mawar,69821167,4,Jl. Keuangan Raya Rt.010/07,Jati,16409,13220,0,0,0813-83646420,,paudmawar71@yahoo.com,,2
PAUD Mawar,69820879,4,PERTENGAHAN Gg. KAMBOJA RT 004/07,Cijantung,16401,13770,0,0,0815-74222286,,paud.mawar.cijantung@gmail.com,,2
PAUD Mawar,69856803,4,Jl.Jati Raya RT6/RW12,Cengkareng Timur,16207,11730,-6.147094,106.738226,0819-05064220,,irniyusnita31@gmail.com,,2
PAUD Mawar,69832325,4,Jl.Jaya No.24 RT.05/10,Cengkareng Barat,16207,11730,-6.128607,106.722479,0823-12327190,0,umdah.dziar.aryadi@gmail.com,,2
PAUD Mawar,69870242,4,JL. KEDOYA RAYA GG. RUKUN RT03/07,Kedoya Utara,16202,11520,-6.166412,106.764793,0859-46936417,,,,2
PAUD Mawar,69773398,4,Jl. Prapatan II RT.10 RW.05,Senen,16003,10410,0,0,0878-77085133,,lafina19@gmail.com,,2
PAUD Mawar,69909498,4,Jl. Kalisari III RT.008 RW.010,Kalisari,16401,,0,0,,,,,2
PAUD Mawar,69790663,4,"Jl, Belakang Gang Rawin Rt. 005/003",Kamal,16208,11810,-6.103241,106.700699,,,dameriasaragih99@yahoo.com,,2
PAUD Mawar,69831223,4,JL. KEBALEN 3 NO. 20 RT 003 RW 005,Rawa Barat,16306,12180,0,0,,,bkbpaudmawar74@yahoo.com,,2
PAUD Mawar,69777732,4,JL. RAYA KEBAGUSAN,Kebagusan,16302,,0,0,,,,,2
PAUD Mawar,69777622,4,JL. BENDA DALAM,Ciganjur,16301,,0,0,,,,,2
PAUD Mawar,69778050,4,JL. KABALEN II NO. 20,Rawa Barat,16306,,0,0,,,,,2
PAUD Mawar,69844986,4,DEWI SARTIKA GG.MESJID BENDUNGAN,Cawang,16405,,0,0,,,,,1
PAUD Mawar - 04,69776420,4,JL. CIPULIR I RT 001/04,Cipulir,16305,,0,0,,,,,2
PAUD Mawar 01,69783462,4,SAWAH LUNTO NO. 22C,Pasar Manggis,16310,,0,0,,,,,2
PAUD Mawar 02,69918482,4,JL. BANGKA RAYA II GG. EMPANG JAYA RT 011 / 02,Pela Mampang,16307,12720,0,0,,,paudmawar2pela@gmail.com,,2
PAUD Mawar 04,69822357,4,JL. MANGGIS IV RT. 09/04,Manggarai Selatan,16309,12860,0,0,0812-18988244,,paudmawar04.pm@gmail.com,,2
PAUD Mawar 04 Gu,69776525,4,JL. PULO MAWAR RT 008/04,Grogol Utara,16305,12210,0,0,,,bkbpaud.mawar04GU@gmail.com,,2
PAUD Mawar 04 Kls,69776442,4,JL. JATAYU I RT 005 RW 04,Kebayoran Lama Selatan,16305,,0,0,,,,,2
PAUD Mawar 05,69773346,4,Gd. Serbaguna RW. 05 Dukuh Pinggir II RT.12/RW.05,Kebon Melati,16001,10230,0,0,,,paudmawar05@gmail.com,,2
PAUD Mawar 12,69832336,4,Jl. Lingkungan III Rt. 12/03,Tegal Alur,16208,11820,-6.11427,106.703253,,,putihasni@gmail.com,,2
PAUD Mawar Indah,69773442,4,Jl. Muhirin II No.23 RT.003 RW.06,Cempaka Putih Barat,16005,10520,0,0,021-4257851,,,,2
PAUD Mawar Mandiri,69773478,4,Jl. Mangga Besar XIII A Rt. 03 / 01,Mangga Dua Selatan,16007,10730,-6.147275,106.827857,0853-11311703,,paudmawarmandiri@gmail.com,,2
PAUD Mawar Melati,69773441,4,Jl. Cempaka III RT. 006 RW. 02,Cempaka Putih Barat,16005,10519,0,0,0812-94418522,,,,2
PAUD Mawar Merah,69773450,4,Jl. E Raya RT.002 RW.10,Cempaka Baru,16006,10640,0,0,0815-11981264,,bkbpaudmawarmerah@gmail.com,,2
PAUD Mawar Merah,69821056,4,JL. NAIM USMAN RT 0010 RW 011 NO 14,Kelapa Dua Wetan,16402,13730,0,0,,,,,2
PAUD Mawar Merah,69790634,4,Jl.Jelambar Timur RT.011/09,Jelambar Baru,16204,,0,0,,,,,2
PAUD Mawar Merah Rw.010,69820913,4,Jl. Kampung Sumur RT.007 RW.10,Klender,16407,13470,0,0,0813-81181291,,Sapurohasrih@yahoo.com,,2
PAUD Mawar Putih 011,69821070,4,CIPINANG ASEM,Kebon Pala,16404,13650,0,0,0858-14206225,,,,2
PAUD Mawar Sarinta,69916092,4,Jl. Harapan Mulya VIII RT.011 RW.05,Harapan Mulya,16006,,0,0,,,,,2
PAUD Mawar Sarinta,69952524,4,Jl. Harapan Mulia Barat RT.11 RW.05,Harapan Mulya,16006,,0,0,,,,,2
PAUD Mawar VII,69857279,4,JALAN GEMBIRA TERUSAN NO 14C RT. 006/07,Sungai Bambu,16103,14330,0,0,,,,,2
PAUD Mekar,69832315,4,Jl.Komplek Depag Kalimati RT.016/03,Kedaung Kali Angke,16207,11710,-6.153259,106.760234,021-5417275,,,,2
PAUD Mekar,69822376,4,JL. WIJAYA TIMUR RAYA NO. 116,Petogogan,16306,12170,0,0,021-7235241,,Ferdyassidiqi@Yahoo.com,,2
PAUD Mekar,69773376,4,Jl. Probolinggo No. 20,Gondangdia,16002,10350,0,0,0816-1612945,,bkbpaudmekar@gmail.com,,2
PAUD Mekar,69778049,4,JL. KELURAHAN PETOGOGAN RW 02,Petogogan,16306,,0,0,,,,,2
PAUD Mekar Ceria,69933383,4,JL.  Merpati I No. 1A  RT.002  RW.002,Kampung Tengah,16405,,0,0,,,,,2
PAUD Mekar III,69821104,4,JL. LAPANGAN TEMBAK GG. BUAH,Pekayon,16401,13710,0,0,,,mekarmekarmekar@yahoo.co.id,,2
PAUD Mekar Jaya,69821059,4,Jl. Kawista Rt.012/09,Cijantung,16401,13770,-6.332872,106.865215,0815-11417822,,nuni3431@gmail.com,,2
PAUD Mekar Sari,69831232,4,JL. MAMPANG PRAPATAN IV RT 008/05,Mampang Prapatan,16307,12790,0,0,0857-70666463,,,,2
PAUD Melati,69820408,4,Jl. Mustika II RT.013 RW.03,Sumur Batu,16006,,0,0,0812-89449962,,,,2
PAUD Melati,69820354,4,Jl. Suka Sari RT.007 RW.04,Harapan Mulya,16006,10640,0,0,0812-95053563,,dwimaryati1976@yaho.com,,2
PAUD Melati,69773397,4,Jl. Pasar Senen Dalam V RT. 012 RW.04,Senen,16003,10410,0,0,0812-96326262,,paudmelati04@gmail.com,,2
PAUD Melati,69820978,4,Jl. Pinang Ranti II RT 007. RW 01 No. 45,Pinang Ranti,16404,13560,-6.288084,106.883824,0818-08945694,,paudmelati.pinangranti@gmail.com,,2
PAUD Melati,69820905,4,JLN. MANUNGGAL III RT 007 RW 02,Kelapa Dua Wetan,16402,13730,0,0,0838-65412082,,ettymelati@40gmail.com,,2
PAUD Melati,69908923,4,Jl. Pesing Poglar RT.004/02,Kedaung Kali Angke,16207,11710,0,0,,,,,2
PAUD Melati,69790601,4,Jl. Kampung Belakang Rt. 003/03,Kamal,16208,,-6.099627,106.699039,,,,,2
PAUD Melati,69832255,4,Jl. H. Najih RT 02/01 No. 57 Joglo,Joglo,16201,,0,0,,,,,2
PAUD Melati 01,69913240,4,JL. KUNINGAN BARAT I NO. 28 RT 012 RW 001,Kuningan Barat,16307,12710,0,0,0813-89907907,,PAUDMelati2005@yahoo.com,,2
PAUD Melati 01,69777676,4,JL. BATU MERAH II/21A,Pejaten Timur,16302,,0,0,,,,,2
PAUD Melati 01,69831126,4,BATU MERAH RT 06 RW 02,Pejaten Timur,16302,12510,0,0,,,paud_melati01@yahoo.co.id,,2
PAUD Melati 01,69947053,4,Jl.Pengadegan Timur I Rt 002 Rw 01,Pengadegan,16308,,0,0,,,,,2
PAUD Melati 011,69820356,4,AULA RUSUN PETAMBURAN,Petamburan,16001,,0,0,,,,,2
PAUD Melati 012,69917059,4,Jl. Lontar Atas RT.009 RW.012,Kebon Melati,16001,10230,0,0,,,maswanitafitri@gmail.com,,2
PAUD Melati 03,69776519,4,JL. JATAYU II RT 002/03,Kebayoran Lama Selatan,16305,,0,0,0812-90140874,,bkbpaud.melatiKLS@gmail.com,,2
PAUD Melati 04,69821108,4,JL. BB RT 012 RW 04,Cipinang Muara,16406,13420,0,0,0813-15143756,,bkbpaudmelati04@gmail.com,http://bkbpaudmelati04.go.id,2
PAUD Melati 04,69917074,4,Jl. Danau Meninjau Blok A I/23 A RT.001 RW.04,Bendungan Hilir,16001,10210,0,0,,,wiati@gmail.com,,2
PAUD Melati 04,69861837,4,Green garden blok L2 No. 36,Kedoya Utara,16202,11520,-6.171188,106.758,,,,,2
PAUD Melati 05,69776344,4,JL. DAMAI GG BAKTI I RT 008/05,Petukangan Selatan,16304,,0,0,,,,,2
PAUD Melati 06,69856806,4,Jl. Kincir Raya Rt: 12/06,Cengkareng Timur,16207,11730,-6.147547,106.730995,0852-86652907,,,,2
PAUD Melati 06,69776364,4,KOMP. KOSTRAD RT 001/ 06,Petukangan Utara,16304,,0,0,,,,,2
PAUD Melati 08,69777873,4,JL. KALIBATA TIMUR IV G RT 010/08,Kalibata,16308,,0,0,,,,,2
PAUD Melati 08,69773415,4,Jl. Tanah Tinggi RT. 007 RW. 08,Tanah Tinggi,16004,10540,0,0,,,paudmelati008@gmail.com,,2
PAUD Melati 3,69857304,4,Jl. Pembangunan III Rt 006 Rw 03,Rawabadak Utara,16104,14229,0,0,0813-89878208,,anies.subandriah@gmail.com,,2
PAUD Melati 4,69937712,4,Jl. Duri B Masjid RT.004/04,Duri Pulo,16008,10140,0,0,,,dahlanrosdianah@gmail.com,,2
PAUD Melati Al-Fauzan,69777629,4,JL. RANCHO INDAH RT 011/02,Tanjung Barat,16301,,0,0,,,,,2
PAUD Melati Baiturrahmat,69790624,4,Jl. Mangga Besar VIS No. 37 A,Taman Sari,16206,11150,0,0,0838-72323622,,paudmelatibaiturrahmattamansari@yahoo.com,,2
PAUD Melati Ceria 08,69857272,4,JL.WARAKAS RAYA NO. 86 RT 01 RW 08,Warakas,16103,14340,-6.122081,106.882218,0857-14141187,,paudmelaticeria@yahoo.co.id,,2
PAUD Melati II,69945297,4,JL. PENEGAK RAYA RT.010/ RW.002,Pal Meriem,16410,13140,0,0,021-8564280,,fannisa160@gmail.com,,2
PAUD Melati II,69822366,4,AMIL N0 2 RT 03 RW 04,Pejaten Barat,16302,12510,-6.273708,106.834123,021-7940465,,pautmelatIII@yahoo.com,,2
PAUD Melati II Plus,69832274,4,MUSSIRIN I RT.005RW.02,Kedoya Selatan,16202,,0,0,,,,,2
PAUD Melati III,69790668,4,Jl. Kalianyar V No.28 RT 009/03,Kalianyar,16205,11310,-6.157377,106.797229,,,,,2
PAUD Melati Indah,69820308,4,Jl. Utan Panjang II RT.004 RW.08,Utan Panjang,16006,10650,0,0,021-4205321,,ijuhariah74@gmail.com,,2
PAUD Melati Jaya,69777705,4,JL. KEBAGUSAN III RT 009/05,Kebagusan,16302,,0,0,,,,,2
PAUD Melati Md,69778056,4,JL. MENTENG PULO RT 004/12,Menteng Dalam,16309,,0,0,,,,,2
PAUD Melati Putih,69832281,4,Jl. Melati Putih No.15 RT.002/06,Kemanggisan,16203,11480,0,0,021-5300652,,meitia274@gmail.com,,2
PAUD Melati Putih,69949849,4,Jl. Kebon Kosong 1 RT.001 RW.01,Kebon Kosong,16006,10630,0,0,0857-11876660,,dahliaali246@gmail.com,,2
PAUD Melati Putih,69820313,4,Jl. Serdang Cempaka VINo. 21 B RT.006  RW.09,Cempaka Baru,16006,10640,0,0,0857-72823873,,,,2
PAUD Melati Putih,69776403,4,JL. H JAYA I,Cilandak Barat,16303,,0,0,,,,,2
PAUD Melati Putih,69777875,4,JL. PANCORAN BARAT IX F,Pancoran,16308,,0,0,,,,,2
PAUD Melati Rw 012,69822390,4,MENTENG PULO II,Menteng Dalam,16309,12870,0,0,021-8310135,,h.endys@yahoo.com,,2
PAUD Melati Rw 07,69776417,4,JL. KEBUN MANGGA I  02/ 07,Cipulir,16305,,0,0,,,,,2
PAUD Melati Rw.017,69820809,4,Komplek Sandang Balai Warga RT.010 RW.017,Klender,16407,13470,0,0,0813-83055215,,paudmelati17klender@gmail.com,,2
PAUD Melati Sawo 3,69831267,4,JL. SAHARJO SAWO 3 RT. 002/009,Manggarai Selatan,16309,12860,0,0,021-8304990,,paudmelatirw09@gmail.com,,2
