Column Name (CSV),Wikidata Property (id),Wikidata Property (label),Data Type,Table Name,url
realisasi cair, ,,Quantity,PENERIMA-BANSOS-DAN-HIBAH-ANGGARAN-2016-edited.csv,http://data.jakarta.go.id/dataset/d6bae167-e804-4dd4-a42f-a6cff1e7a0b0/resource/14690ae1-6c62-4953-905d-b6014bf36cfb/download/PENERIMA-BANSOS-DAN-HIBAH-ANGGARAN-2016-edited.csv
realisasi tidak cair, ,,Quantity,PENERIMA-BANSOS-DAN-HIBAH-ANGGARAN-2016-edited.csv,http://data.jakarta.go.id/dataset/d6bae167-e804-4dd4-a42f-a6cff1e7a0b0/resource/14690ae1-6c62-4953-905d-b6014bf36cfb/download/PENERIMA-BANSOS-DAN-HIBAH-ANGGARAN-2016-edited.csv
wilayah, P131,terletak di wilayah administrasi,WikibaseItem,PENERIMA-BANSOS-DAN-HIBAH-ANGGARAN-2016-edited.csv,http://data.jakarta.go.id/dataset/d6bae167-e804-4dd4-a42f-a6cff1e7a0b0/resource/14690ae1-6c62-4953-905d-b6014bf36cfb/download/PENERIMA-BANSOS-DAN-HIBAH-ANGGARAN-2016-edited.csv
alamat lengkap , P6375,alamat,String,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
kecamatan, P131,terletak di wilayah administrasi,,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
kelurahan, P131,terletak di wilayah administrasi,,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
kode, ,,String,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
kode lurah, ,,String,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
kode panggil, ,,String,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
kode wilayah, ,,Quantity,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
latitude, P625,koordinat tempat,GlobeCoordinate,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
longitude, P625,koordinat tempat,GlobeCoordinate,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
luas bangunan m2, P2046,luas wilayah,Quantity,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
luas tanah m2, P2046,luas wilayah,Quantity,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
nama bangunan, ,,WikibaseItem,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
nama sektor, ,,String,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
nilai pembaruan rehab tahun 2008, ,,Quantity,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
peruntukan, ,,String,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
rincian rehab pembangunan, ,,String,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
sektor, ,,Quantity,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
tahun pembangunan, P571,sejak,Time,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
tahun rehab terakhir, ,,Time,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
wilayah, P131,terletak di wilayah administrasi,WikibaseItem,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
wilayah, ,,WikibaseItem,Posko-Kebakaran-Di-DKI-Jakarta-.csv,http://data.jakarta.go.id/dataset/095d8c1b-9064-4bf8-a4ec-a4b02de9b222/resource/80c5433d-5dfb-49c8-8b39-8f0650b66235/download/Posko-Kebakaran-Di-DKI-Jakarta-.csv
jenis, ,adalah,WikibaseItem,processed-data-taman-bangunan-umum-jakarta.csv,http://data.jakarta.go.id/dataset/9d5f78cc-50e6-4b08-b49d-8f69ed6c2c36/resource/90ac07aa-856a-4aa3-b786-e9385bb409da/download/processed-data-taman-bangunan-umum-jakarta.csv
kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,processed-data-taman-bangunan-umum-jakarta.csv,http://data.jakarta.go.id/dataset/9d5f78cc-50e6-4b08-b49d-8f69ed6c2c36/resource/90ac07aa-856a-4aa3-b786-e9385bb409da/download/processed-data-taman-bangunan-umum-jakarta.csv
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,processed-data-taman-bangunan-umum-jakarta.csv,http://data.jakarta.go.id/dataset/9d5f78cc-50e6-4b08-b49d-8f69ed6c2c36/resource/90ac07aa-856a-4aa3-b786-e9385bb409da/download/processed-data-taman-bangunan-umum-jakarta.csv
kodifikasi, ,,String,processed-data-taman-bangunan-umum-jakarta.csv,http://data.jakarta.go.id/dataset/9d5f78cc-50e6-4b08-b49d-8f69ed6c2c36/resource/90ac07aa-856a-4aa3-b786-e9385bb409da/download/processed-data-taman-bangunan-umum-jakarta.csv
kotamadya, P131,terletak di wilayah administrasi,WikibaseItem,processed-data-taman-bangunan-umum-jakarta.csv,http://data.jakarta.go.id/dataset/9d5f78cc-50e6-4b08-b49d-8f69ed6c2c36/resource/90ac07aa-856a-4aa3-b786-e9385bb409da/download/processed-data-taman-bangunan-umum-jakarta.csv
lokasi, P6375,alamat,String,processed-data-taman-bangunan-umum-jakarta.csv,http://data.jakarta.go.id/dataset/9d5f78cc-50e6-4b08-b49d-8f69ed6c2c36/resource/90ac07aa-856a-4aa3-b786-e9385bb409da/download/processed-data-taman-bangunan-umum-jakarta.csv
luas, P2046,luas wilayah,Quantity,processed-data-taman-bangunan-umum-jakarta.csv,http://data.jakarta.go.id/dataset/9d5f78cc-50e6-4b08-b49d-8f69ed6c2c36/resource/90ac07aa-856a-4aa3-b786-e9385bb409da/download/processed-data-taman-bangunan-umum-jakarta.csv
jenis,P31,adalah,WikibaseItem,processed-data-taman-rekreasi-jakarta.csv,http://data.jakarta.go.id/dataset/c35df0d0-51cc-40af-808e-3aba14096ac0/resource/4389d767-eaf4-4b20-9c63-b6cbcb745511/download/processed-data-taman-rekreasi-jakarta.csv
kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,processed-data-taman-rekreasi-jakarta.csv,http://data.jakarta.go.id/dataset/c35df0d0-51cc-40af-808e-3aba14096ac0/resource/4389d767-eaf4-4b20-9c63-b6cbcb745511/download/processed-data-taman-rekreasi-jakarta.csv
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,processed-data-taman-rekreasi-jakarta.csv,http://data.jakarta.go.id/dataset/c35df0d0-51cc-40af-808e-3aba14096ac0/resource/4389d767-eaf4-4b20-9c63-b6cbcb745511/download/processed-data-taman-rekreasi-jakarta.csv
kodifikasi, ,,String,processed-data-taman-rekreasi-jakarta.csv,http://data.jakarta.go.id/dataset/c35df0d0-51cc-40af-808e-3aba14096ac0/resource/4389d767-eaf4-4b20-9c63-b6cbcb745511/download/processed-data-taman-rekreasi-jakarta.csv
kotamadya, P131,terletak di wilayah administrasi,WikibaseItem,processed-data-taman-rekreasi-jakarta.csv,http://data.jakarta.go.id/dataset/c35df0d0-51cc-40af-808e-3aba14096ac0/resource/4389d767-eaf4-4b20-9c63-b6cbcb745511/download/processed-data-taman-rekreasi-jakarta.csv
lokasi, P6375,alamat,String,processed-data-taman-rekreasi-jakarta.csv,http://data.jakarta.go.id/dataset/c35df0d0-51cc-40af-808e-3aba14096ac0/resource/4389d767-eaf4-4b20-9c63-b6cbcb745511/download/processed-data-taman-rekreasi-jakarta.csv
luas, P2046,luas wilayah,Quantity,processed-data-taman-rekreasi-jakarta.csv,http://data.jakarta.go.id/dataset/c35df0d0-51cc-40af-808e-3aba14096ac0/resource/4389d767-eaf4-4b20-9c63-b6cbcb745511/download/processed-data-taman-rekreasi-jakarta.csv
bentuk reklame, ,,WikibaseItem,processed-data-titik-reklame-jakarta.csv,http://data.jakarta.go.id/dataset/84199127-b05a-4966-aeef-5958878305dd/resource/36b33e4f-c670-42f6-a2b6-af33f1ce383b/download/processed-data-titik-reklame-jakarta.csv
jenis reklame, ,adalah,WikibaseItem,processed-data-titik-reklame-jakarta.csv,http://data.jakarta.go.id/dataset/84199127-b05a-4966-aeef-5958878305dd/resource/36b33e4f-c670-42f6-a2b6-af33f1ce383b/download/processed-data-titik-reklame-jakarta.csv
lokasi jalan, P6375,alamat,String,processed-data-titik-reklame-jakarta.csv,http://data.jakarta.go.id/dataset/84199127-b05a-4966-aeef-5958878305dd/resource/36b33e4f-c670-42f6-a2b6-af33f1ce383b/download/processed-data-titik-reklame-jakarta.csv
lokasi kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,processed-data-titik-reklame-jakarta.csv,http://data.jakarta.go.id/dataset/84199127-b05a-4966-aeef-5958878305dd/resource/36b33e4f-c670-42f6-a2b6-af33f1ce383b/download/processed-data-titik-reklame-jakarta.csv
lokasi kotamadya, P131,terletak di wilayah administrasi,WikibaseItem,processed-data-titik-reklame-jakarta.csv,http://data.jakarta.go.id/dataset/84199127-b05a-4966-aeef-5958878305dd/resource/36b33e4f-c670-42f6-a2b6-af33f1ce383b/download/processed-data-titik-reklame-jakarta.csv
sarana, ,,WikibaseItem,processed-data-titik-reklame-jakarta.csv,http://data.jakarta.go.id/dataset/84199127-b05a-4966-aeef-5958878305dd/resource/36b33e4f-c670-42f6-a2b6-af33f1ce383b/download/processed-data-titik-reklame-jakarta.csv
surat keputusan reklame, P248,sumber rujukan,WikibaseItem,processed-data-titik-reklame-jakarta.csv,http://data.jakarta.go.id/dataset/84199127-b05a-4966-aeef-5958878305dd/resource/36b33e4f-c670-42f6-a2b6-af33f1ce383b/download/processed-data-titik-reklame-jakarta.csv
tanggal surat keputusan reklame, P571,sejak,Time,processed-data-titik-reklame-jakarta.csv,http://data.jakarta.go.id/dataset/84199127-b05a-4966-aeef-5958878305dd/resource/36b33e4f-c670-42f6-a2b6-af33f1ce383b/download/processed-data-titik-reklame-jakarta.csv
alamat, P6375,alamat,String,processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv,http://data.jakarta.go.id/dataset/7bbae9d6-e125-4536-be8e-c1e2f16de146/resource/093b760b-d797-4ccf-bef6-e6fcec626ca0/download/processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv
kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv,http://data.jakarta.go.id/dataset/7bbae9d6-e125-4536-be8e-c1e2f16de146/resource/093b760b-d797-4ccf-bef6-e6fcec626ca0/download/processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv,http://data.jakarta.go.id/dataset/7bbae9d6-e125-4536-be8e-c1e2f16de146/resource/093b760b-d797-4ccf-bef6-e6fcec626ca0/download/processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv
kepemilikan, P127,dimiliki oleh,WikibaseItem,processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv,http://data.jakarta.go.id/dataset/7bbae9d6-e125-4536-be8e-c1e2f16de146/resource/093b760b-d797-4ccf-bef6-e6fcec626ca0/download/processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv
kotamadya, P131,terletak di wilayah administrasi,WikibaseItem,processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv,http://data.jakarta.go.id/dataset/7bbae9d6-e125-4536-be8e-c1e2f16de146/resource/093b760b-d797-4ccf-bef6-e6fcec626ca0/download/processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv
luas, P2046,luas wilayah,Quantity,processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv,http://data.jakarta.go.id/dataset/7bbae9d6-e125-4536-be8e-c1e2f16de146/resource/093b760b-d797-4ccf-bef6-e6fcec626ca0/download/processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv
status hukum, ,,String,processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv,http://data.jakarta.go.id/dataset/7bbae9d6-e125-4536-be8e-c1e2f16de146/resource/093b760b-d797-4ccf-bef6-e6fcec626ca0/download/processed-hutan-kota-jakarta-luas-status-hukum-alamat.csv
jenis angkutan, ,,WikibaseItem,processed-trayek-bus-jakarta.csv,http://data.jakarta.go.id/dataset/768a73c4-037e-4b49-8af7-a0eab4fa5d16/resource/8532ecf6-733d-4238-91e9-75d1e097f561/download/processed-trayek-bus-jakarta.csv
jenis trayek, ,,WikibaseItem,processed-trayek-bus-jakarta.csv,http://data.jakarta.go.id/dataset/768a73c4-037e-4b49-8af7-a0eab4fa5d16/resource/8532ecf6-733d-4238-91e9-75d1e097f561/download/processed-trayek-bus-jakarta.csv
kode wilayah, ,,String,processed-trayek-bus-jakarta.csv,http://data.jakarta.go.id/dataset/768a73c4-037e-4b49-8af7-a0eab4fa5d16/resource/8532ecf6-733d-4238-91e9-75d1e097f561/download/processed-trayek-bus-jakarta.csv
no trayek, ,,String,processed-trayek-bus-jakarta.csv,http://data.jakarta.go.id/dataset/768a73c4-037e-4b49-8af7-a0eab4fa5d16/resource/8532ecf6-733d-4238-91e9-75d1e097f561/download/processed-trayek-bus-jakarta.csv
rute berangkat, ,,String,processed-trayek-bus-jakarta.csv,http://data.jakarta.go.id/dataset/768a73c4-037e-4b49-8af7-a0eab4fa5d16/resource/8532ecf6-733d-4238-91e9-75d1e097f561/download/processed-trayek-bus-jakarta.csv
rute kembali, ,,String,processed-trayek-bus-jakarta.csv,http://data.jakarta.go.id/dataset/768a73c4-037e-4b49-8af7-a0eab4fa5d16/resource/8532ecf6-733d-4238-91e9-75d1e097f561/download/processed-trayek-bus-jakarta.csv
suku dinas, ,,WikibaseItem,processed-trayek-bus-jakarta.csv,http://data.jakarta.go.id/dataset/768a73c4-037e-4b49-8af7-a0eab4fa5d16/resource/8532ecf6-733d-4238-91e9-75d1e097f561/download/processed-trayek-bus-jakarta.csv
terminal, ,,WikibaseItem,processed-trayek-bus-jakarta.csv,http://data.jakarta.go.id/dataset/768a73c4-037e-4b49-8af7-a0eab4fa5d16/resource/8532ecf6-733d-4238-91e9-75d1e097f561/download/processed-trayek-bus-jakarta.csv
wilayah, P131,terletak di wilayah administrasi,WikibaseItem,processed-trayek-bus-jakarta.csv,http://data.jakarta.go.id/dataset/768a73c4-037e-4b49-8af7-a0eab4fa5d16/resource/8532ecf6-733d-4238-91e9-75d1e097f561/download/processed-trayek-bus-jakarta.csv
alamat, P6375,alamat,String,ruang-laktasi.csv,http://data.jakarta.go.id/dataset/a0f68e1c-1aff-4316-a2d6-6550a9a78937/resource/a84bf95d-21db-45e4-90a0-6277a01d32ab/download/ruang-laktasi.csv
kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,ruang-laktasi.csv,http://data.jakarta.go.id/dataset/a0f68e1c-1aff-4316-a2d6-6550a9a78937/resource/a84bf95d-21db-45e4-90a0-6277a01d32ab/download/ruang-laktasi.csv
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,ruang-laktasi.csv,http://data.jakarta.go.id/dataset/a0f68e1c-1aff-4316-a2d6-6550a9a78937/resource/a84bf95d-21db-45e4-90a0-6277a01d32ab/download/ruang-laktasi.csv
ketersediaan ruang  laktasi, ,,String,ruang-laktasi.csv,http://data.jakarta.go.id/dataset/a0f68e1c-1aff-4316-a2d6-6550a9a78937/resource/a84bf95d-21db-45e4-90a0-6277a01d32ab/download/ruang-laktasi.csv
kota, P131,terletak di wilayah administrasi,WikibaseItem,ruang-laktasi.csv,http://data.jakarta.go.id/dataset/a0f68e1c-1aff-4316-a2d6-6550a9a78937/resource/a84bf95d-21db-45e4-90a0-6277a01d32ab/download/ruang-laktasi.csv
tanggal peresmian, P1619,waktu pembukaan resmi,Time,ruang-laktasi.csv,http://data.jakarta.go.id/dataset/a0f68e1c-1aff-4316-a2d6-6550a9a78937/resource/a84bf95d-21db-45e4-90a0-6277a01d32ab/download/ruang-laktasi.csv
alamat, P6375,alamat,String,SMKRawanBanjir.csv,http://data.jakarta.go.id/mn_MN/dataset/002db3c6-2252-4aed-a699-de0d28fc0372/resource/c5c76fb6-22e0-4a65-83c0-273a98539e55/download/sekolah-rawan-banjir-2018.csv
jumlah guru, P1128,jumlah pegawai,Quantity,SMKRawanBanjir.csv,http://data.jakarta.go.id/mn_MN/dataset/002db3c6-2252-4aed-a699-de0d28fc0372/resource/c5c76fb6-22e0-4a65-83c0-273a98539e55/download/sekolah-rawan-banjir-2018.csv
jumlah siswa, P2196,jumlah mahasiswa,Quantity,SMKRawanBanjir.csv,http://data.jakarta.go.id/mn_MN/dataset/002db3c6-2252-4aed-a699-de0d28fc0372/resource/c5c76fb6-22e0-4a65-83c0-273a98539e55/download/sekolah-rawan-banjir-2018.csv
kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,SMKRawanBanjir.csv,http://data.jakarta.go.id/mn_MN/dataset/002db3c6-2252-4aed-a699-de0d28fc0372/resource/c5c76fb6-22e0-4a65-83c0-273a98539e55/download/sekolah-rawan-banjir-2018.csv
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,SMKRawanBanjir.csv,http://data.jakarta.go.id/mn_MN/dataset/002db3c6-2252-4aed-a699-de0d28fc0372/resource/c5c76fb6-22e0-4a65-83c0-273a98539e55/download/sekolah-rawan-banjir-2018.csv
kondisi lingkungan, ,,String,SMKRawanBanjir.csv,http://data.jakarta.go.id/mn_MN/dataset/002db3c6-2252-4aed-a699-de0d28fc0372/resource/c5c76fb6-22e0-4a65-83c0-273a98539e55/download/sekolah-rawan-banjir-2018.csv
lokasi geografis, P625, koordinat tempat,GlobeCoordinate,SMKRawanBanjir.csv,http://data.jakarta.go.id/mn_MN/dataset/002db3c6-2252-4aed-a699-de0d28fc0372/resource/c5c76fb6-22e0-4a65-83c0-273a98539e55/download/sekolah-rawan-banjir-2018.csv
telp sekolah, P1329,nomor telepon,String,SMKRawanBanjir.csv,http://data.jakarta.go.id/mn_MN/dataset/002db3c6-2252-4aed-a699-de0d28fc0372/resource/c5c76fb6-22e0-4a65-83c0-273a98539e55/download/sekolah-rawan-banjir-2018.csv
jenis perairan,P31,adalah,WikibaseItem,Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/f9be0326-9763-43a5-af03-d064c7b631f3/resource/6aa9acb4-9359-4ada-b1c6-9d8e3faa09e0/download/Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv
koordinat x, P625,koordinat tempat,GlobeCoordinate,Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/f9be0326-9763-43a5-af03-d064c7b631f3/resource/6aa9acb4-9359-4ada-b1c6-9d8e3faa09e0/download/Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv
koordinat y, P625,koordinat tempat,GlobeCoordinate,Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/f9be0326-9763-43a5-af03-d064c7b631f3/resource/6aa9acb4-9359-4ada-b1c6-9d8e3faa09e0/download/Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv
luas ha, P2046,luas wilayah,Quantity,Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/f9be0326-9763-43a5-af03-d064c7b631f3/resource/6aa9acb4-9359-4ada-b1c6-9d8e3faa09e0/download/Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv
luas m2, P2046,luas wilayah,Quantity,Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/f9be0326-9763-43a5-af03-d064c7b631f3/resource/6aa9acb4-9359-4ada-b1c6-9d8e3faa09e0/download/Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv
wilayah, P131,terletak di wilayah administrasi,WikibaseItem,Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/f9be0326-9763-43a5-af03-d064c7b631f3/resource/6aa9acb4-9359-4ada-b1c6-9d8e3faa09e0/download/Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv
kecamtan, P131,terletak di wilayah administrasi,WikibaseItem,data-koperasi-kecamatan-bojongloa-kidul-.csv,https://git.bandung.go.id/opendatabdg/databdg/blob/master/resources/57d/24a/data-koperasi-kecamatan-bojongloa-kidul-tahun-2015.csv
nomor badan hukum, ,,String,data-koperasi-kecamatan-bojongloa-kidul-.csv,https://git.bandung.go.id/opendatabdg/databdg/blob/master/resources/57d/24a/data-koperasi-kecamatan-bojongloa-kidul-tahun-2015.csv
alamat, P6375,alamat,String,data-koperasi-kecamatan-bojongloa-kidul-.csv,https://git.bandung.go.id/opendatabdg/databdg/blob/master/resources/57d/24a/data-koperasi-kecamatan-bojongloa-kidul-tahun-2015.csv
panjang trotoar, P2043,panjang,Quantity,trotoar-kota-bandung.csv,trotoar-kota-bandung.csv
panjang sungai (km), P2043,panjang,Quantity,data-panjang-anak-sungai-citarum-di-kota-bandung-2017.csv,http://data.bandung.go.id/dataset/22e9c22b-124f-4a58-9969-f1c652a66654/resource/ff548d54-c339-48a8-a2ac-6bffd87bb79e/download/data-panjang-anak-sungai-citarum-di-kota-bandung-2017.csv
npsn, P4128,NPSN,String,data-sekolah-kec.-arcamanik---dapodikdasmen.csv,http://data.bandung.go.id/dataset/2ce98757-5043-41db-b49c-27cf69b57892/resource/9e2922c6-921b-4b0d-970d-bbf5b8c57bbe/download/data-sekolah-kec.-arcamanik---dapodikdasmen.csv
BP, ,adalah,WikibaseItem,data-sekolah-kec.-andir---dapodikdasmen.csv,http://data.bandung.go.id/dataset/2ce98757-5043-41db-b49c-27cf69b57892/resource/9c687b2c-d893-4db3-9ca9-392c8b82ab44/download/data-sekolah-kec.-andir---dapodikdasmen.csv
status, ,adalah,WikibaseItem,data-sekolah-kec.-andir---dapodikdasmen.csv,http://data.bandung.go.id/dataset/2ce98757-5043-41db-b49c-27cf69b57892/resource/9c687b2c-d893-4db3-9ca9-392c8b82ab44/download/data-sekolah-kec.-andir---dapodikdasmen.csv
jumlah peserta didik, P2196,jumlah mahasiswa,Quantity,data-sekolah-kec.-andir---dapodikdasmen.csv,http://data.bandung.go.id/dataset/2ce98757-5043-41db-b49c-27cf69b57892/resource/9c687b2c-d893-4db3-9ca9-392c8b82ab44/download/data-sekolah-kec.-andir---dapodikdasmen.csv
jumlah rombel, ,,Quantity,data-sekolah-kec.-andir---dapodikdasmen.csv,http://data.bandung.go.id/dataset/2ce98757-5043-41db-b49c-27cf69b57892/resource/9c687b2c-d893-4db3-9ca9-392c8b82ab44/download/data-sekolah-kec.-andir---dapodikdasmen.csv
jumlah guru, P1128,jumlah pegawai,Quantity,data-sekolah-kec.-andir---dapodikdasmen.csv,http://data.bandung.go.id/dataset/2ce98757-5043-41db-b49c-27cf69b57892/resource/9c687b2c-d893-4db3-9ca9-392c8b82ab44/download/data-sekolah-kec.-andir---dapodikdasmen.csv
jumlah pegawai, P1128,jumlah pegawai,Quantity,data-sekolah-kec.-andir---dapodikdasmen.csv,http://data.bandung.go.id/dataset/2ce98757-5043-41db-b49c-27cf69b57892/resource/9c687b2c-d893-4db3-9ca9-392c8b82ab44/download/data-sekolah-kec.-andir---dapodikdasmen.csv
jumlah r kelas, ,,Quantity,data-sekolah-kec.-andir---dapodikdasmen.csv,http://data.bandung.go.id/dataset/2ce98757-5043-41db-b49c-27cf69b57892/resource/9c687b2c-d893-4db3-9ca9-392c8b82ab44/download/data-sekolah-kec.-andir---dapodikdasmen.csv
